Base index shifted,GC_3#TOP,GC_3#BOT
-50,7.725885579634565e-05,0
-49,9.657356974543207e-05,0.00021230013932196644
-48,0.0001352029976436049,0.00014595634578385192
-47,0.00017383242554177772,0.000132687587076229
-46,0.00011588828369451848,9.288131095336032e-05
-45,0.00017383242554177772,0.000132687587076229
-44,0.00025109128133812337,0.00014595634578385192
-43,3.8629427898172826e-05,0.000132687587076229
-42,0.00017383242554177772,5.307503483049161e-05
-41,0.0001545177115926913,2.6537517415245805e-05
-40,0.00023177656738903696,3.980627612286871e-05
-39,0.00011588828369451848,0.00014595634578385192
-38,0.00023177656738903696,7.961255224573742e-05
-37,0.0001352029976436049,0.00010615006966098322
-36,0.0003090354231853826,0.000132687587076229
-35,0.0002704059952872098,6.63437935381145e-05
-34,0.00034766485108355543,0.00014595634578385192
-33,0.00025109128133812337,0.000265375174152458
-32,0.00034766485108355543,0.00021230013932196644
-31,0.0007725885579634565,0.00018576262190672063
-30,0.0009271062695561478,0.00019903138061434352
-29,0.0009464209835052343,0.0002786439328600809
-28,0.0010043651253524935,0.00011941882836860612
-27,0.0013906594043342217,0.00030518145027532675
-26,0.001313400548537876,0.00034498772639819544
-25,0.0009077915556070615,0.00042460027864393287
-24,0.0013906594043342217,0.00033171896769057253
-23,0.0004249237068799011,0.00029191269156770384
-22,0.0025302275273303204,0.00035825648510581836
-21,0.0018928419670104686,0.00037152524381344127
-20,0.0018735272530613822,0.00010615006966098322
-19,0.001487232974079654,0.000265375174152458
-18,0.000791903271912543,0.00038479400252106413
-17,0.0035152779387337273,0.0007828567637497512
-16,0.0026654305249739253,0.00019903138061434352
-15,0.004635531347780739,0.0007563192463345054
-14,0.004558272491984394,0.00046440655476680156
-13,0.0038436280758681962,0.0006501691766735222
-12,0.009792559972186811,0.00046440655476680156
-11,0.017421871982075947,0.0005705566244277848
-10,0.004171978213002666,0.0008359317985802428
-9,0.0035345926526828136,0.0007165129702116367
-8,0.022540271178583846,0.0008093942811649971
-7,0.030517248039556535,0.00035825648510581836
-6,0.035790164947657126,0.0006236316592582764
-5,0.06035848109089505,0.000676706694088768
-4,0.06503264186657395,0.001061500696609832
-3,0.05062386526055549,0.0009022755921183573
-2,0.05933480125159346,0.0015259072513766337
-1,0.07138718275582338,0.9737013202414914
0,0.053327925213427586,0.0007695880050421283
1,0.07644763781048403,0.00041133151993630996
2,0.06286939390427627,0.00021230013932196644
3,0.04857650558195233,0.00033171896769057253
4,0.05900645111445899,0.000265375174152458
5,0.038204504191292926,0.00019903138061434352
6,0.04737899331710897,0.00038479400252106413
7,0.031231892455672733,0.00022556889802958932
8,0.02228917989724572,0.00029191269156770384
9,0.018406922393479352,0.00025210641544483515
10,0.015471085873218217,7.961255224573742e-05
11,0.011859234364739058,0.00022556889802958932
12,0.009889133541932243,0.00021230013932196644
13,0.0056205817591841465,0.0002786439328600809
14,0.0023950245296867154,0.00014595634578385192
15,0.002839262950515703,0.00018576262190672063
16,0.0031096689458029124,0.00023883765673721224
17,0.0017383242554177773,0.00014595634578385192
18,0.001352029976436049,0.00010615006966098322
19,0.0011781975508942714,0.0002786439328600809
20,0.0009271062695561478,0.00014595634578385192
21,0.001255456406690617,0.00010615006966098322
22,0.0012361416927415304,0.000132687587076229
23,0.0008691621277088886,0.00015922510449147483
24,0.0007146444161161973,0.00015922510449147483
25,0.0009657356974543207,0.00011941882836860612
26,0.00038629427898172826,9.288131095336032e-05
27,0.0006180708463707652,0.00022556889802958932
28,0.0006373855603198517,0.00019903138061434352
29,0.0006373855603198517,7.961255224573742e-05
30,0.0005408119905744196,9.288131095336032e-05
31,0.0005408119905744196,0.000132687587076229
32,0.000656700274268938,0.00010615006966098322
33,0.000656700274268938,9.288131095336032e-05
34,0.0002704059952872098,0.00014595634578385192
35,0.0004249237068799011,0.00014595634578385192
36,0.0005214972766253332,0.000132687587076229
37,0.0004249237068799011,7.961255224573742e-05
38,0.0002897207092362962,3.980627612286871e-05
39,0.0002897207092362962,0.00015922510449147483
40,0.0005794414184725924,3.980627612286871e-05
41,0.0002704059952872098,5.307503483049161e-05
42,0.00023177656738903696,6.63437935381145e-05
43,0.00011588828369451848,9.288131095336032e-05
44,0.00023177656738903696,6.63437935381145e-05
45,0.0001545177115926913,9.288131095336032e-05
46,0.0005794414184725924,7.961255224573742e-05
47,0.00011588828369451848,9.288131095336032e-05
48,0.0001545177115926913,0.000132687587076229
49,0.0005021825626762467,9.288131095336032e-05
50,0,6.63437935381145e-05
